time, hex_id, num_vehicles, avg_speed            , avg_sin                , avg_cos                , weather, label
 300, 0_1   ,            4,  6.5425              , -0.3194870580841471    , -0.13416408818498254   ,     1.0,     1
 300, 0_3   ,            7, 10.964285714285714   , 0.059196006644767145   , -0.04377711482103127   ,     1.0,     2
 300, 0_5   ,            3,  9.883333333333335   , -0.30393326278764565   , 0.138847284101905      ,     1.0,     1
 300, 1_1   ,            9, 10.481111111111112   , 0.2480108158904707     , 0.022487238399684212   ,     1.0,     2
 300, 1_2   ,            6, 11.208333333333334   , 0.6115004171017192     , -0.24051255478108657   ,     1.0,     2
 300, 1_3   ,            6, 12.730000000000002   , 0.4309240505445884     , 0.18938678077766377    ,     1.0,     2
 300, 1_4   ,            5,  8.534               , -0.5706066104737311    , 0.17678208467757492    ,     1.0,     1
 300, 1_5   ,            1, 11.07                , -0.3639015850793562    , -0.931437403359309     ,     1.0,     1
 300, 2_0   ,            1, 13.71                , -0.3846175604001831    , -0.9230760164969143    ,     1.0,     1
 300, 2_1   ,            7, 13.027142857142858   , -0.06680920232730386   , -0.12532697165667095   ,     1.0,     2
 300, 2_2   ,           10,  8.699               , 0.05234636106588166    , 0.19004194429602728    ,     1.0,     2
 300, 2_3   ,           13,  9.69923076923077    , -0.3208287541160255    , -0.18232157105631186   ,     1.0,     3
 300, 2_4   ,           12, 11.829166666666667   , 0.13075438843010045    , 0.2389429490385654     ,     1.0,     3
 300, 2_5   ,            3,  9.200000000000001   , -0.5612711893101094    , -0.4972946314785512    ,     1.0,     1
 300, 3_1   ,            2, 10.43                , 0.6306177288351438     , 0.29386090672110776    ,     1.0,     1
 300, 3_2   ,           16, 10.15375             , -0.002043958368830791  , -0.0016113701665463158 ,     1.0,     4
 300, 3_3   ,            5, 12.342               , -0.1859415315963579    , 0.0736570056610816     ,     1.0,     1
 300, 3_4   ,           14,  6.597857142857143   , 0.1089114832746135     , 0.26420936806074363    ,     1.0,     3
 300, 3_5   ,            1,  0.0                 , -0.3604852520786719    , -0.9327649130588995    ,     1.0,     1
 300, 4_2   ,           10, 10.411               , -0.07495318031618455   , 0.13771343925809196    ,     1.0,     2
 300, 4_3   ,           15, 11.373333333333333   , -0.1365969993248518    , -0.2272836120801908    ,     1.0,     3
 300, 4_4   ,           14, 11.872142857142858   , 0.03159699709153914    , 0.14667885943031103    ,     1.0,     3
 300, 4_5   ,            8,  9.1925              , -0.30153024548289914   , -0.33079217298051056   ,     1.0,     2
 300, 5_2   ,            7, 11.802857142857144   , -0.5870141056640442    , 0.07427504370477081    ,     1.0,     2
 300, 5_3   ,           14,  9.026428571428571   , -0.09418155402407209   , 0.3210164442797328     ,     1.0,     3
 300, 5_4   ,            8, 13.14375             , -0.09186913218674288   , -0.23250904637429426   ,     1.0,     2
 300, 5_5   ,            7,  4.378571428571428   , -0.12376614719772346   , 0.3549166885509124     ,     1.0,     2
 300, 6_2   ,            5, 12.030000000000001   , 0.2435613722563847     , -0.1013101588485382    ,     1.0,     1
 300, 6_4   ,            2,  8.185               , 0.023015739671634616   , 0.050855836902653884   ,     1.0,     1
 301, 0_1   ,            4,  6.945               , -0.3194870580841471    , -0.13416408818498254   ,     1.0,     1
 301, 0_3   ,            7, 12.382857142857144   , -0.027944309305357646  , -0.09705856368149712   ,     1.0,     2
 301, 0_5   ,            2,  6.945               , -0.638500931426944     , -0.2571936671954681    ,     1.0,     1
 301, 1_1   ,            9, 10.065555555555555   , 0.24658804073448198    , 0.022949252452393185   ,     1.0,     2
 301, 1_2   ,            7,  9.514285714285716   , 0.5871937495568152     , -0.08096419988218029   ,     1.0,     2
 301, 1_3   ,            7, 13.057142857142859   , 0.23635263128188524    , 0.21424408663732866    ,     1.0,     2
 301, 1_4   ,            4, 10.1325              , -0.621609958749624     , 0.22369476660117904    ,     1.0,     1
 301, 1_5   ,            2,  8.645               , -0.02274682032219147   , 0.009610972419428543   ,     1.0,     1
 301, 2_0   ,            1, 13.89                , -0.3965070803065547    , -0.9180316635425879    ,     1.0,     1
 301, 2_1   ,            7, 13.092857142857143   , -0.04728671500086264   , -0.1350736885102298    ,     1.0,     2
 301, 2_2   ,           10, 10.367               , 0.09778548568091991    , 0.1568895813628899     ,     1.0,     2
 301, 2_3   ,           13, 10.502307692307692   , -0.32095682394507696   , -0.1965663809910406    ,     1.0,     3
 301, 2_4   ,           12, 12.025833333333333   , 0.1478195989858457     , 0.32655655549400786    ,     1.0,     3
 301, 2_5   ,            3,  9.126666666666667   , -0.5454197631693617    , -0.5037151200712383    ,     1.0,     1
 301, 3_1   ,            2,  9.27                , 0.6342412122161059     , 0.2925905607647064     ,     1.0,     1
 301, 3_2   ,           16, 11.01875             , -0.0013120845803357498 , -0.001180021149689632  ,     1.0,     4
 301, 3_3   ,            4, 13.6425              , -0.46641211748394623   , 0.18016053280113054    ,     1.0,     1
 301, 3_4   ,           15,  7.225333333333333   , 0.16002075453761       , 0.27503732084990007    ,     1.0,     3
 301, 3_5   ,            1,  0.0                 , -0.3604852520786719    , -0.9327649130588995    ,     1.0,     1
 301, 4_2   ,            9, 10.754444444444445   , -0.09819916547636348   , 0.07063691382709646    ,     1.0,     2
 301, 4_3   ,           14, 11.595               , -0.17722181342988771   , -0.2040514198563113    ,     1.0,     3
 301, 4_4   ,           16, 12.0375              , 0.019834374262793903   , -0.07978938178502132   ,     1.0,     4
 301, 4_5   ,            8,  9.8975              , -0.2604285884820397    , -0.321799202262233     ,     1.0,     2
 301, 5_2   ,            7, 12.037142857142857   , -0.5840806635371543    , 0.07685629350104776    ,     1.0,     2
 301, 5_3   ,           14,  9.942857142857145   , -0.12161663222892283   , 0.3323626197806698     ,     1.0,     3
 301, 5_4   ,            7, 13.532857142857143   , 0.05583347820446298    , 0.13153704623552595    ,     1.0,     2
 301, 5_5   ,            8,  4.33625             , -0.23950403689887761   , 0.29472783311514955    ,     1.0,     2
